Change,Close,Date,Momentum,open
0.00279491,538.190002,6/22/2015,1,538.1872071
0.004254962,540.47998,6/23/2015,1,540.475725
0.00488446,537.840027,6/24/2015,0,537.8449115
0.004852831,535.22998,6/25/2015,0,535.2348328
0.006613938,531.690002,6/26/2015,0,531.6966159
0.019127653,521.52002,6/29/2015,0,521.5391477
0.001936666,520.51001,6/30/2015,0,520.5119467
0.002555219,521.840027,7/1/2015,1,521.8374718
0.002989416,523.400024,7/2/2015,1,523.3970346
0.00103179,522.859985,7/6/2015,0,522.8610168
0.004131192,525.02002,7/7/2015,1,525.0158888
0.015599411,516.830017,7/8/2015,0,516.8456164
0.007449211,520.679993,7/9/2015,1,520.6725438
0.018149366,530.130005,7/10/2015,1,530.1118556
0.030973502,546.549988,7/13/2015,1,546.5190145
0.026621514,561.099976,7/14/2015,1,561.0733545
0.001568357,560.219971,7/15/2015,0,560.2215394
0.035039817,579.849976,7/16/2015,1,579.8149362
0.160524309,672.929993,7/17/2015,1,672.7694687
0.014726603,663.02002,7/20/2015,0,663.0347466
0.001085988,662.299988,7/21/2015,0,662.301074
0.000301996,662.099976,7/22/2015,0,662.100278
